Refid,level1_user,Q1.1,Q1.2,Q1.3,management_domain,empirical_ulmc,not_pls,level1_include,text_extraction,author_fit_claims,ulmc_improves_fit,method_variance_pct,author_conclusion,ulmc_in_final,final_include,source,extraction_date
61,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
62,chriscastille6,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
63,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Given that our study used self‐report measures, which may lead to common method bias, we assessed the signif- icance of the common method variable in two different ways. First, we ran Harman's one‐factor statistical test (Podsakoff & Organ, 1986) and found that a single factor accounted for only 19.09% of the total variance. Then we used a single unmeasured latent method construct approach as our second post hoc statistical detection technique for common method bias. All items were loaded onto both their theoretical latent constructs and the unmeasured latent method factor (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). All factor loadings of the items on their theo- retical construct remained significant, even after the effect of the common method factor was taken into account. Results showed that although the common method factor did improve the model fit, it accounted for 19.49% of the total variance, which is less than 25% below the criterion suggested by Williams, Cote, and Buckley (1989). The results of these tests indicate that common method bias is not a likely explanation for the relationship found in the current study.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,19.49,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
64,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"All constructs examined in our study were measured through self- reported assessment tools. Therefore, the estimates obtained in the subsequent models could be biased because of the common method used. In order to test whether or not common method variance is a relevant issue in our study, we followed the confirmatory factor analysis approach suggested by Williams and McGonagle (2016). In particular, we first estimated a Baseline Model, in which all latent vari- ables were composed by their respective observed variables and co- varied. Then, we included in the model an unmeasured latent method construct (ULMC)—defined by Williams and McGonagle (2016) as a presumed source of common method variance that is not included in the data—that loaded on all observed variables and did not covary with substantive factors. In particular, we estimated three models: A model in which method factor loadings (MFLs) of ULMC are uncon- strained (Method Uu Model); an intermediate model, in which MFLs of ULMC of variables belonging to the different latent dimensions are separately (within factor) constrained to be equal (Method Ui Model); a model in which MFLs of ULMC are all constrained to be equal (Method Uc Model). The fit of each model was compared to the fit of Baseline Model: A significant difference would support the hypoth- esis that common method variance may represent a serious threat to data, because adding ULMC significantly improve the goodness of fit; on the contrary, a non-significant difference would attest that no relevant common method variance is present, because the inclu- sion of ULMC does not improve the goodness of fit. Results showed the following fit indices for Baseline Model: YBχ2(212) = 422.793, SCF = 1.1159, p < .001; CFI = .960; TLI = 0.948; RMSEA = 0.050; SRMR = 0.047. Then, Method Uu Model and Method Ui Model did not converge, whereas Method Uc Model showed the following fit indices: YBχ2(211) = 437.494, SCF = 1.0637, p < .001; CFI = .957; TLI = 0.944; RMSEA = 0.052; SRMR = 0.047. The scaled difference chi-square (ΔSBχ2), devised by Satorra and Bentler (2001), did not show significantly difference between Baseline Model and Method Uc Model (ΔSBχ2 = 0.530, Δdf = 1, p = .466). In conclusion, results would support the notion that common method variance is not a concern in our data.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
65,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"On top of it, in order to increase the robustness of our data, we conducted also the CFA (confirmatory factor analysis)-based approach with a single method factor (unmeasured latent method construct (ULMC) technique, Podsakoff et al. 2003). Results confirmed that CMB did not pose a serious threat to the study and we decided not include the method latent factor in our analysis. More specifically, we estimated and compared four nested model (the null model, the traits-only model, the method-only model, and the traits-method model) using the statistical test for chi-square difference (as previously explained). From the SB-chi square comparisons, we turned out that the traits only model is the best fit model: CMB did not pose a serious threat to the study and we decided not include the method latent factor in our analysis. For the sake of clarity, we analysed deeper traits-method model in order to understand the percentage of variables variance represented by the method latent factor (28 per cent). Even if this percentage looks high, it is still coherent with the benchmark of Williams, Cote, and Buckley (1989).",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,28,Common method bias does not pose a significant threat to the study conclusions,No fit statistics provided to verify claims.,TRUE,legacy_distillersr,2022-2023
66,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To control for a possible common method bias, we used the unmeasured latent method construct (ULMC) technique, which means adding a common latent factor to capture the common variance among all observed variables in the model (Podsakoff et al., 2003). We added to the measurement model the uncorrelated latent construct with four configurations, in which factor load- ings were fixed to 1. Next, by comparing the fit statistics of three models: (1) the basic theoretical model, (2) the model with reverse relations, and (3) the model with a common latent factor, we found that the basic theoretical model has the best fit statistics (see below).",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,The authors do not provide a conclusion regarding the role of common method bias,NA,TRUE,legacy_distillersr,2022-2023
67,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
68,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
69,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
70,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Finally, we are not concerned about common method bias (CMB), as we did not separate the predictor variables from the dependent construct in our study (Chang and van Witteloostuijn, 2010; Podsakoff et al., 2012). To avoid CMB, we applied techniques discussed by Podsakoff et al. (2003): (I) the interviewers advised the respondents in detail that there were no right or wrong answers, they also asked them to answer the questions as honestly as possible to avoid social desirability. (II) We conducted a common latent factor test (also unmeasured latent method construct technique; see Richardson et al., 2009; Williams et al., 1989). Following Podsakoff et al. (2003), we ran our model with and without a common latent factor (Podsakoff et al., 2012; Richardson et al., 2009). As a result, CMB was not a concern, since all observed differences concerning factor loadings for each path were close to zero.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
71,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We also conducted Harman’s one-factor test (Podsakoff et al., 2003), Lindell and Whitney’s (2001) marker variable test, the CFA marker technique (Richardson et al., 2009), and the unmeasured latent method construct approach (Williams et al., 1989; Chin et al., 2012) to test for common method variance. The results of these tests indicated that common method variance is not an issue.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
72,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To investigate the presence of common method variance (CMV) in our model we used the six-factor measurement model and the unmeasured latent method construct (ULMC) approach (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). Because of identification prob- lems, we restricted all item loadings on the ULMC to be equal, the cor- relations between the ULMC and the other latent factors to be zero, and the variance of the ULMC to be 1. The significance of the factor loadings was examined both with and without the ULMC in the model in order to determine if the ULMC had an effect on the parameters (Podsakoff et al., 2003). There were minimal differences (<0.001) in the factor loadings between the model with the CMV factor and with- out it. In addition, the model fit did not improve significantly when adding the CMV factor (Δχ2 = 1.43, ΔCFI = 0.00, ΔRMSEA = 0.00). This shows that our model is at least not contaminated by an ULMC (Williams, Cote, & Buckley, 1989) and therefore we excluded it in our main analyses. However, the above does not rule out the presence of CMV as all available post hoc statistical remedies for its detection have been criticized (Richardson, Simmering, & Sturman, 2009). There- fore, it is relevant to consider the implications of its possible presence in this study, but it is not a major concern as we are mainly examining the relative importance and interaction effects of our two independent variables. We return to this issue in the Limitations section.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),No,NA,Common method bias does not pose a significant threat to the study conclusions,"As the authors were concerned primarily with the relative importance and interaction effects, CMB was considered less problematic.",TRUE,legacy_distillersr,2022-2023
73,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
74,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Since this study collected data using a self-report research design, it is necessary to test common method bias (CMB). We adopted the “controlling for the effects of a single unmea- sured latent method factor” method (Podsakoff et al. 2003) to examine CMB. Consistent with prior studies (e.g., Xu and Lv 2018), we established a new measurement model which in- cludes a common method factor, and all items of the focus variables were loaded on the common factor. The results in- dicated that new measurement model had a good fit to the data (χ2 = 563.13, df = 366, χ2/df = 1.54, IFI = 0.92, CFI = 0.92, RMSEA = 0.06). However, variance interpretation of the method factor was 10.76%, less than 25% (Williams et al. 1989). Hence, CMB did not pose a severe threat to our results.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,10.76,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
75,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"he threat of CMV was checked via two statistical techniques. First, concordant with the work of Kim et al. [60], the place of birth was used as the marker variable, which is theoretically unrelated to the study constructs. The findings in Table 4 indicated the place of birth was not significantly associated with any of the study constructs. In addition, the significance of the correlations did not change with or without the marker variable. Second, the unmeasured latent method factor (ULMF) technique was performed [49]. The fit statistics for the model were: CFI = 0.96; PNFI = 0.69; RMSEA = 0.048; SRMR = 0.048. A comparison between the model fit statistics with the ULMF and the ones without the ULMF did not demonstrate any substantial differences. The ∆χ2 difference test result between the study model (χ2 = 470.35, df = 261) and the one with the ULMF (χ2 = 334.19, df = 236) was significant (∆χ2 = 136.16, df = 25). However, the differences regarding CFA (0.04), RMSEA (0.02), and SRMR (0.02) were <0.05 [61]. As expected, PNFI concerning the five-factor measurement model (0.73) was >the one with the ULMF (0.69). Overall, CMV did not appear to be a risk in this study.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
76,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
77,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"The potential effect of common method bias was examined via two post hoc ana- lyses: Harman’s one-factor test (Harman, 1976), and unmeasured latent method factor (Williams & McGonagle, 2016). One-factor explanatory factor analyses explained 20.98% and 19.39% variance in the U.S. and Turkish samples, respectively. In addition, one-factor CFA model showed bad fit in both U.S. [χ2(209) = 1910.15, p < .001; CFI = .69; TLI = .65; RMSEA = .21; SRMR = .17.] and Turkish [χ2(209) = 1903.457, p<.001; CFI=.66; TLI=.63; RMSEA=.18; SRMR=.14.] samples on all fit indices. Next, we added an unmeasured latent method factor to the baseline CFA model and allowed item parcels to load on their theoretical construct as well as the method factor. All parcels significantly loaded on their respective construct even with the exist- ence of latent method factor. The difference between standardised factor loadings with and without method factor ranged between −0.092 and 0.101. These analyses indicated limited common method variance across two samples. We also checked the possible effect of multicollinearity among our independent variables before regression analyses. Variance inflations factor were below the critical value of 5.00 and ranged between 1.029 and 2.824.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,The authors do not provide a conclusion regarding the role of common method bias,"The measurement model contained parcels, which may reduce the ability of the ULMC to detect method effects if they exist.",TRUE,legacy_distillersr,2022-2023
78,chriscastille6,No,Yes,No,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
79,chriscastille6,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
80,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
81,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Since the present study adopted a cross-sectional research design and self-report questionnaire survey, there might be concern about the common method variance in the present study. In order to test the degree of common method variance, “controlling for the effects of a single unmeasured latent method factor” method was deployed (Podsakoff et al., 2003). In line with prior studies (e.g., Ng et al., 2014; Xu & Lv, 2018), we created a new measurement model including a common method factor and four focal variables, and all items of the key constructs were loaded on the method factor. The results demonstrated that the new measurement model showed a good fit to the data (χ2 = 257.46, df =145,χ2/df=1.78,p<.001,RMSEA=.05,CFI=.97,TLI=.96,IFI= .97, RMR = .04). However, variance interpretation of method factor was 19.98 percent, less than 25 percent (Williams et al., 1989). As such, the common method variance would not affect the accuracy of our results.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,19.98,Common method bias does not pose a significant threat to the study conclusions,"Although the authors did not claim that the inclusion of the ULMC improved the fit of the model, the model fit statistics that are presented allow a chi-square test to be conducted. Here, it is significant, indicating that the ULMC improved the fit of the model.",TRUE,legacy_distillersr,2022-2023
82,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"This study encountered several limitations that can be addressed in future research. First, this study employed a quantitative survey to examine the linkages between supervisors’ use of motivating language, employees’ psychological need satisfaction, and employee trust. To gain an in-depth understanding of how supervisory leadership communication influences employee trust during the pandemic, future studies can uti- lize qualitative approaches such as interviews, case studies, and focus groups. Future research can also focus on a single type of organization or a particular industry (e.g., healthcare, or other essential businesses), or a specific group of employees such as front-line workers during the pandemic to offer more context-specific insights regard- ing leadership communication during the pandemic. Additionally, the cross-sectional survey design with self-reported data may be subject to common method variance (CMV). Although the use of Harman’s single factor test and the unmeasured latent method factor technique (Fuller et al., 2016; Richardson et al., 2009) did not reveal common source bias in our data, we suggest future research adopt a mixed-method approach or include two or more information sources to rule out any potential CMV influence. Relatedly, although SEM analysis is an advantageous statistical tool in test- ing priori conceptual models derived from the literature (Kline, 2011), it is limited in establishing true causal relationships. Therefore, we suggest future researchers use experimental and longitudinal designs to further examine the order of effects in our model. Furthermore, this study focused on exploring employee psychological need for competence and relatedness, which are identified as salient mental and emotional needs of employees during the pandemic. Finally, this study focused on supervisory use of motivating language in the U.S. Since the COVID-19 pandemic is a global disease outbreak, it is worthy of examining how the effectiveness of leaders’ use of motivating language may be influenced by national culture and socioeconomic contexts.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
83,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"We tested the common method variance (CMV) with the unmeasured latent method factor technique (Podsakoff, MacKenzie, Lee, & Podsakoff, 2003). A comparison of the fit of two models (one with and the other without the unmeasured latent factor) using a chi-square difference test (ΔΧ2 = 280.97; p < 0.001) indicated that the model without the unmeasured latent factor had a better fit. This suggests that the common method variance does not pose a threat of bias to the relationships in our model.",The inclusion of a ULMC harmed the fit of the model (the fit of the proposed model was superior),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
84,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"The factor explained 24.00% of the total variance (less than 25.00%, the average amount of method variance observed in self-report studies; Podsakoff et al., 2012), indicating the common method variance is unlikely to be a major concern.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,24,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
85,chriscastille6,Yes,Yes,NA,TRUE,TRUE,NA,NA,"We examined the discriminant validity of the substantive variables of our study using confirmatory factor analysis (CFA) via Mplus 7.11 (Muthén & Muthén, 1998‐2015). However, given the large number of items (31 items) for this analysis compared to the low sample size (N = 138), we applied the item parcelling technique to the items of the trait mindfulness, the work engagement and the innovative work behaviour scales (Little et al., 2002). Specifically, following Little et al.’s (2002) recommendation, we first conducted a one‐factor CFA for each construct and then created three parallel parcels (indicators) per latent factor by combining items with higher factor loadings with those with lower factor loadings. The hypothesized five‐factor model displayed a good fit to the data (χ2 [94] = 134.50, CFI = 0.96, RMSEA = 0.06, SRMR = 0.06) and outperformed both a four‐factor model combining work engagement and intrinsic motivation (χ2 [98] = 219.25, CFI = 0.87, RMSEA = 0.09, SRMR = 0.07; Δχ2 [4] = 84.75, p < 0.01) and a one‐factor model (χ2 [104] = 606.58, CFI = 0.48, RMSEA = 0.19, SRMR = 0.13; Δχ2 [10] = 472.08, p < 0.01). However, because intrinsic motivation, work engagement and innovative work behaviour were measured at the same time by the same source, the hypothesized relationship between these variables could be inflated by common method variance. Accordingly, we used the unmeasured latent method factor technique (Podsakoff et al., 2012) to examine this issue within CFA. This approach is rec- ommended when the specific source of method bias is unknown or cannot be measured (Williams, Cote, & Buckley et al., 1989), as in the present study. The CFA model for intrinsic motivation and innovative work yielded a better fit to the data after the inclusion of the method factor (Δχ2 [9] = 21.13, p < 0.01). However, the method factor explained 24.17% of the total variance, which is not higher than the median amount of method variance (25%) observed in self‐report research (Podsakoff et al., 2012; Williams et al., 1989). Therefore, although common method bias cannot be fully ruled out, it is unlikely to invalidate our study's findings. Table 1 provides the descriptive statistics, correlations and reliability estimates for the study variables.",The inclusi&oacute;n of a ULMC did improve the fit of the model,Yes,24.17,Common method bias does not pose a significant threat to the study conclusions,NA,NA,legacy_distillersr,2022-2023
86,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"This study adopted both procedural and statistical remedies to minimize common method bias.68 First, we employed a social network approach to measure SLIN and SLAN, so they could be methodologically separated from other aggregation-based variables.26 Further, we collected ratings of emotions and knowledge behaviors at different times, which provided temporal separation to mitigate the influence of common method bias.68,69 Finally, statistical methods were applied to detect the magnitude of common method bias, including Harman’s single-factor test and control for unmeasured latent method factor. Harman’s single-factor test has been used by Hassan et al.70 The results of Harman’s single-factor test showed that the cumulative variance explained 77.45% of the total variance, with the first principal component explaining 33.39% of the variance (less than 50% and no more than half of the total variance). It indicated that common method bias had a limited impact on our study. In addition, following the recommendation by Podsakoff et al,71 we controlled for an unmeasured latent method factor. The results showed that the fit indices between the controlled model with latent common method factor and the above four-factor model were not significantly changed (Δχ2/df = 0.15, ΔCFI = 0.001, ΔTLI = 0.003, ΔRMSEA = 0.002, ΔSRMR = 0.002). It alleviates the concern for common method bias.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
87,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Our hypothesized confirmatory factor analysis model includ- ing five factors yielded a very good fit to the data and was a better fit to the data than any other parsimonious model (see Table 2). To test for the potential risk of common method bias, we used the unmeasured latent method factor technique, which involves adding a first-order method factor whose only measures are the indicators of the theoretical con- structs of interest that share a common method (see Podsakoff et al., 2012). The results show that none of the conclusions regarding the relationships between factors change with the addition of the common measurement factor. Therefore, common method bias is not believed to be source of bias in this study’s data. Structural Model:",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
88,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
89,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"To test for common method variance (CMV) and its poten- tial biasing effects in sample 1, we conducted CFAs using the unmeasured latent method factor approach (Williams & McGonagle, 2016). After evaluating a five-factor measure- ment model (with NWRR, time-based WLC, strain-based WLC, mindfulness, and psychological detachment) and establishing acceptable fit (CFI = 0.94, RMSEA = 0.07), we added an orthogonal latent common method factor (CMF) to the basic measurement model to test for presence and equal- ity of method effects. The CMF accounted for an average of 26.57% of the variance in the substantive indicators, which is just above the recommended median amount of method variance (25%; Williams et al., 1989) and well below the cut-off of 70% (Fuller et al., 2016). To test for CMV in sample 2, we followed two recom- mended approaches (Williams & McGonagle, 2016) to improve on the limitations of the unmeasured latent con- struct approach. The marker variable approach involves an indirect measure of the variable presumed to underlie the CMV. We selected community satisfaction as our marker variable as it may capture sources of CMV related to affect- driven response tendencies likely to impact NWRR measure- ment (and other substantive variables in the present study, e.g., WLC), but does not directly measure this response ten- dency. The measured cause variable approach helps detect direct sources of method effects by including the measure- ment of a method latent variable presumed to be a source of CMV (Simmering et al., 2015). Negative affect is a potential source of CMV that, if present, should be controlled for in the present study, as NWRR has an affective component and we assessed affect-based outcomes (e.g., emotional exhaus- tion, career satisfaction). We evaluated the full 12-factor measurement model (NWRR, five criterion-validity variables, and six dis- criminant validity variables) and established good fit (CFI = 0.902, RMSEA = 0.055). Then, we estimated two additional measurement models with the addition of the method variables. In the first model, we added community satisfaction as the marker variable, and in the second model we added negative affect as the measured cause variable. In each respective model, the method latent variable was linked to all of the study indicators, but was not allowed to correlate with the substantive latent variables. The marker method factor accounted for an average of 2.69% of the variance in the substantive indicators, and the measured cause factor accounted for an average of 9.47% of the variance in the substantive indicators, which are below the recommended cut-off (25%; Williams et al., 1989). These findings indicate CMV had little effect on our validity tests.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,26.57,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
90,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"As employees were nested within groups, we conducted mul- tilevel confirmatory factor analyses (MCFAs). We were inter- ested in the constructs at the individual level and did not con- ceptualize the corresponding constructs at the group level. Therefore, the MCFA models did not assume the existence of group-level constructs but allowed for group-level variabil- ity on each item with a saturated model of the covariances among them (Kim et al., 2016; Stapleton et al., 2016). We conducted item-level MCFAs. The model fit of the hypothe- sized seven-factor model (χ2 = 461.29, df = 254, p < .01, CFI = .94, TLI = .85, RMSEA = .05, SRMRwithin = .05, SRMRbetween = .06) is shown in Table 1. The TLI value was lower than the recommended cutoff value of .90 (Bentler, 1989; Bentler & Bonett, 1980). Nonetheless, the cutoff crite- rion should not be strictly applied to MCFAs as it was pro- posed in the context of single-level CFAs (Dyer et al., 2005; Kim et al., 2016). We also used factor loadings and factor correlations to evaluate the hypothesized seven-factor model. The factor loadings ranged from .50 to .93 (all p-values < .001), surpassing the recommended cutoff value of .40 (Ferris et al., 2008; Hinkin, 1998). The correlational effect sizes between the factors ranged from .01 to .49, smaller than .50 (i.e., the recommended cutoff value for large correlational effect size; Cohen, 1988). These results suggested that all items adequately reflected the corresponding latent factors, and each latent factor was distinct. Thus, the hypothesized seven-factor model was acceptable. We then compared the hypothesized seven-factor model with three alternative models (alternative model 1, combining quantitative and qualitative job insecurity; alternative model 2, combining psychological safety and meaningfulness; alterna- tive model 3, combining APGO and LGO). Chi-square differ- ence tests showed that the hypothesized seven-factor model fitted the data significantly better than the three alternative models (alternative model 1, Δχ2(6) = 211.32, p < .01; alter- native model 2, Δχ2(6) = 329.79, p < .01; alternative model 3, Δχ2(6) = 452.98, p < .01), supporting the discriminant valid- ity of our measures. As all variables were reported by em- ployees, we conducted analyses to check for common method variance (Podsakoff et al., 2003; Podsakoff et al., 2012). Harman’s single-factor test revealed that seven factors emerged with eigenvalues greater than 1 and the largest factor explained only 21% of the variance, suggesting that common method variance was not a serious concern in our study (Podsakoff & Organ, 1986). We also used the unmeasured latent method factor technique to detect common method var- iance. Specifically, we added an uncorrelated method factor to the hypothesized seven-factor model and connected all items to the method factor. The average variance explained by the method factor was 9%, which is less than the 25% average in the literature (Neubert et al., 2016; Williams et al., 1989). Thus, our findings are unlikely to have been heavily influ- enced by common method variance.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,Yes,9,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
91,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
92,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"Following Podsakoff, MacKenzie, Lee, Podsakoff,60 we adopted two methods to test for common method variance (CMV). First, we deployed Harman’s single factor test to diagnose the potential influence of CMV. The result showed that the first factor explains only 29.71% (< 50%) of the total variance, indicating that CMV in our data was limited. Second, we deployed the unmeasured latent method factor technique recommended by Podsakoff, MacKenzie, Lee, Podsakoff.60 More specifically, we added an unmeasured latent factor to the original measurement model. We allowed all of the measurement items to load onto their theoretical factor and also onto the unmeasured latent factor. We compared our original measurement model and the new latent factor model to see if introducing the unmeasured latent factor would significantly change the model fit. Following Alfes, Truss, Soane, Rees, Gatenby,61 we tested the change of comparative fit index (CFI) values for both models to check the model fit differences. The change of CFI value for both models was only 0.041, which is less than the rule of thumb of 0.05 (Alfes, Truss, Soane, Rees, Gatenby.61 To sum up, these results indicate that CMV is not a serious concern in our study.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
93,chriscastille6,No,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,legacy_distillersr,2022-2023
94,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"For Study 1, given the cross-sectional design of our data sample, we used a single unmeasured latent method factor to minimize common method variance (CMV), according to the recommendations by Podsakoff et al. (2003). The CMV reflects the systematic variance among all items in the model other than the covariance among the constructs (Hulland, Baumgartner, and Smith 2018; Podsakoff et al. 2003). Our results for Study 1 showed that even after includ- ing the CMV in the confirmatory factorial analysis, the loadings to latent constructs of our model remained positive and significant for all items and was not significantly changed (loadings change an average of .06). This procedure agrees with suggestions from Malhotra, Kim, and Patil (2006). Moreover, the model fit indicators (e.g., CFI, AGFI, and RMSEA) also remained good and unchanged. These results indicated that the influence of CMV is minimal (Hulland, Baumgartner, and Smith 2018). For Study 2, using multisource data reduces risks con- nected with common source biases (Podsakoff et al. 2003). Thus, we used data from salespeople and their companies. Previous sales studies have used this method of employing multisource data (see Gabler et al. 2017). In addition, using a procedure like Bachrach, Mullins, and Rapp (2017), we condensed the use of extensive scales, because our sample refers to salespeople assessing the perceptions of their man- agers working with both controls. Third, we measured sales performance in terms of efficiency, as used by Schmitz, Lee, and Lilien (2014), mixing subjective and objective measures. Therefore, we considered all concerns suggested by Hulland, Baumgartner, and Smith (2018) for dealing with common method bias.",The authors did not make a clear claim regarding the relative fit of the model as it pertains to the ULMC,No,NA,Common method bias does not pose a significant threat to the study conclusions,NA,TRUE,legacy_distillersr,2022-2023
95,chriscastille6,Yes,Yes,No,TRUE,TRUE,TRUE,TRUE,"The longitudinal nature of the study helps to overcome concerns regarding common method bias (CMB) to some degree as such designs are less susceptible to CMB, com- pared to cross-sectional designs [67]. To statistically address the potential influence of CMB, we added an unmeasured latent method factor to the CFA and allowed all self- reported items to load on both their respective theoretical constructs and the method factor [5]. The analysis indicates that the common variance is less than 11 percent; further, the item loadings on the common method factor were not statistically significant and were much lower than the load- ings on their respective constructs. Comparing the model fit of these two different models, the model with and the model without common method factor also revealed that the inclusion of common method factor did not change the value of the model fit (CMIN/DF values were 1.29 and 1.28, respectively). Finally, a CFA model, which had a common latent factor, was used to impute the factor scores for the creation of the interaction terms in the model. We added a common latent factor to the full structural model and associated it with the indicators of the constructs. This enabled us to partial out any possible effect of common method bias on the structural model. The results indicate that after including a common latent factor in the full structural model, the estimates for the hypothesized effects remained virtually the same, which also suggests that common method bias did not affect the results. In sum, the results of the above analyses provide confidence that CMB is not a concern in this study.",The inclusion of a ULMC did not improve the fit of the model (no change in model fit),Yes,11,Common method bias does not pose a significant threat to the study conclusions,The authors examined how their structural parameter estimates changed by including and excluding the ULMC (they did not).,TRUE,legacy_distillersr,2022-2023
