filename,processed_at,master_id,refid,match_type,pdf_path,status,title,notes
EBSCO-FullText-06_24_2026-46.pdf,2026-06-24T19:53:26Z,M0259,,doi,review/EBSCO/pdfs/EBSCO_M0259_:_2026_Accelerating_digital_transformation_key_drivers.pdf,matched,Accelerating digital transformation: key drivers of cloud computing adoption and firm performance outcomes in Malaysian SMEs,
EBSCO-FullText-06_24_2026-47.pdf,2026-06-24T19:55:06Z,M0261,,doi,review/EBSCO/pdfs/EBSCO_M0261_Chen_2025_When_Leader_Expectations_Inspire_and_When_They_O.pdf,matched,When Leader Expectations Inspire and When They Overwhelm: The Role of Growth Mindset and Prior Performance in Employee Emotional and Engagement Responses to Leader High Performance Expectations,
EBSCO-FullText-06_24_2026-48.pdf,2026-06-24T19:55:55Z,M0262,,doi,review/EBSCO/pdfs/EBSCO_M0262_Ha_2026_Digitalization_and_Employee_Health_and_Well-Bein.pdf,matched,Digitalization and Employee Health and Well-Being During COVID-19,
OA_M0353.pdf,2026-06-24T22:31:47Z,M0353,,doi,review/EBSCO/pdfs/EBSCO_M0353_:–_2024_Current_Psychology_2024_432314423155.pdf,matched,Current Psychology (2024) 43:23144–23155,title from PDF text fallback
EBSCO-FullText-06_25_2026.pdf,2026-06-25T19:04:08Z,M0263,,doi,review/EBSCO/pdfs/EBSCO_M0263_Shwetha M. Krishna and Somya Agrawal_2025_Entrepreneurial_Intentions_The_Role_of_Gender_an.pdf,matched,Entrepreneurial Intentions: The Role of Gender and Culture in Entrepreneurial Education,
EBSCO-FullText-06_25_2026-2.pdf,2026-06-25T19:04:44Z,M0264,,doi,review/EBSCO/pdfs/EBSCO_M0264_Karatepe_2026_Antecedents_and_Consequences_of_Customized_Produ.pdf,matched,Antecedents and Consequences of Customized Product Value,
EBSCO-FullText-06_25_2026-3.pdf,2026-06-25T19:05:29Z,M0265,,doi,review/EBSCO/pdfs/EBSCO_M0265_Zhang_2025_Hedonic_Beats_Utilitarian_Differential_Effects_o.pdf,matched,Hedonic Beats Utilitarian: Differential Effects of AI Chatbots and AR/VR on Consumer Engagement in E-Commerce,
EBSCO-FullText-06_25_2026-4.pdf,2026-06-25T19:06:15Z,M0266,,doi,review/EBSCO/pdfs/EBSCO_M0266_Qing Miaoa_2024_Volunteers_are_incompetent_how_the_stereotype_of.pdf,matched,‘Volunteers are incompetent’: how the stereotype of incompetence impacts new volunteer’s participation,
EBSCO-FullText-06_25_2026-5.pdf,2026-06-25T19:06:51Z,M0267,,doi,review/EBSCO/pdfs/EBSCO_M0267_Liu_2025_Linking_Developmental_HRM_to_Organizational_Dehu.pdf,matched,Linking Developmental HRM to Organizational Dehumanization Among Nurses: Work Meaningfulness as a Mediator and Mastery Climate as a Moderator,
EBSCO-FullText-06_25_2026-6.pdf,2026-06-25T19:07:27Z,M0268,,doi,review/EBSCO/pdfs/EBSCO_M0268_.._2025_Uluslararası_İktisadi_ve_İdari_İncelemeler_Dergi.pdf,matched,"Uluslararası İktisadi ve İdari İncelemeler Dergisi International Journal of Economic and Administrative Studies https://dergipark.org.tr/tr/pub/ulikidince UİİİD-IJEAS, 2025 (46) ISSN 1307-9832",
EBSCO-FullText-06_25_2026-7.pdf,2026-06-25T19:08:14Z,M0269,,doi,review/EBSCO/pdfs/EBSCO_M0269_© The Author(s)_2025_RESEARCH_PAPER_Accepted_8_January_2025.pdf,matched,RESEARCH PAPER Accepted: 8 January 2025,
EBSCO-FullText-06_25_2026-8.pdf,2026-06-25T19:08:41Z,M0270,,doi,review/EBSCO/pdfs/EBSCO_M0270_Petersen_2024_The_impact_of_biodiversity_information_on_willin.pdf,matched,The impact of biodiversity information on willingness to pay,
EBSCO-FullText-06_25_2026-9.pdf,2026-06-25T19:09:33Z,M0271,,doi,review/EBSCO/pdfs/EBSCO_M0271_Psychol._2023_Tasks_at_Hand_or_More_Challenges_The_Roles_of_Re.pdf,matched,Tasks at Hand or More Challenges: The Roles of Regulatory Focus and Job Insecurity in Predicting Work Behaviors,
EBSCO-FullText-06_25_2026-10.pdf,2026-06-25T19:10:11Z,M0272,,doi,review/EBSCO/pdfs/EBSCO_M0272_Magrone_2024_A_New_Look_at_Job_Demands_Resources_and_Voluntee.pdf,matched,"A New Look at Job Demands, Resources, and Volunteers’ Intentions to Leave: The Role of Work–Home Interference and Burnout",
EBSCO-FullText-06_25_2026-11.pdf,2026-06-25T19:11:30Z,M0273,,doi,review/EBSCO/pdfs/EBSCO_M0273_Huo_2024_Medical_Artificial_Intelligence_Information_Disc.pdf,matched,Medical Artificial Intelligence Information Disclosure on Healthcare Professional Involvement in Innovation: A Transactional Theory of Stress and Coping Model Weiwei Huoa,
EBSCO-FullText-06_25_2026-12.pdf,2026-06-25T19:12:26Z,M0274,,doi,review/EBSCO/pdfs/EBSCO_M0274_Yang_2023_How_does_mindful_leadership_promote_employee_gre.pdf,matched,How does mindful leadership promote employee green behavior? The moderating role of green human resource management,
EBSCO-FullText-06_25_2026-13.pdf,2026-06-25T19:14:41Z,M0275,,doi,review/EBSCO/pdfs/EBSCO_M0275_Mi Zhoua_2022_untitled.pdf,matched,untitled,
EBSCO-FullText-06_25_2026-14.pdf,2026-06-25T19:15:24Z,M0276,,doi,review/EBSCO/pdfs/EBSCO_M0276_Galbreath_2023_Sustainable_development_environmental_innovation.pdf,matched,"Sustainable development, environmental innovation and export firms: The moderating roles of external collaboration, creativity enhancement and internal development processes",
fpsyg-17-1767454.pdf,2026-06-25T19:15:49Z,M0277,,doi,review/EBSCO/pdfs/EBSCO_M0277_Kong_2026_From_cognitive_need_to_problematic_use_a_chained.pdf,matched,From cognitive need to problematic use: a chained mediation path moderated by academic stress and AI literacy,
fpsyg-17-1749175.pdf,2026-06-25T19:21:35Z,M0278,,doi,review/EBSCO/pdfs/EBSCO_M0278_Chang_2026_Psychological_mechanisms_underlying_employabilit.pdf,matched,Psychological mechanisms underlying employability among Chinese university students: a sequential mediation model and gender invariance analysis,
jur3ey-fpsyg-17-1767454.pdf,2026-06-25T19:21:38Z,M0277,,doi,review/EBSCO/pdfs/EBSCO_M0277_Kong_2026_From_cognitive_need_to_problematic_use_a_chained.pdf,duplicate,From cognitive need to problematic use: a chained mediation path moderated by academic stress and AI literacy,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0277_Kong_2026_From_cognitive_need_to_problematic_use_a_chained.pdf
fpsyg-17-1731891.pdf,2026-06-25T19:22:00Z,M0279,,doi,review/EBSCO/pdfs/EBSCO_M0279_Li_2026_Flowing_toward_toughness_serial_mediation_of_flo.pdf,matched,Flowing toward toughness: serial mediation of flow and mental toughness in gamified XR soccer instruction,
fpsyg-17-1767900.pdf,2026-06-25T19:22:25Z,M0280,,doi,review/EBSCO/pdfs/EBSCO_M0280_Yan_2026_The_mediating_role_of_professional_self-concept.pdf,matched,The mediating role of professional self-concept in how teacher professional development influences rural physical education teachers' work engagement: a moderated mediation analysis,
fpsyg-17-1763335.pdf,2026-06-25T19:23:10Z,M0281,,doi,review/EBSCO/pdfs/EBSCO_M0281_Wu_2026_How_Machiavellian_leadership_affects_employees_h.pdf,matched,How Machiavellian leadership affects employees' happiness at work: the role of psychological contract breach and coworker exchange,
A47SeT-fpsyg-17-1767900.pdf,2026-06-25T19:23:15Z,M0280,,doi,review/EBSCO/pdfs/EBSCO_M0280_Yan_2026_The_mediating_role_of_professional_self-concept.pdf,duplicate,The mediating role of professional self-concept in how teacher professional development influences rural physical education teachers' work engagement: a moderated mediation analysis,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0280_Yan_2026_The_mediating_role_of_professional_self-concept.pdf
fpsyt-17-1751497.pdf,2026-06-25T19:23:32Z,M0282,,doi,review/EBSCO/pdfs/EBSCO_M0282_Bingyuan Lu †_2025_Flourishing_and_its_influencing_factor_in_inflam.pdf,matched,Flourishing and its influencing factor in inflammatory bowel disease patients: a latent profile analysis,
fpsyg-17-1687241.pdf,2026-06-25T19:24:20Z,M0283,,doi,review/EBSCO/pdfs/EBSCO_M0283_Jeon_2026_Understanding_individual-level_absorptive_capaci.pdf,matched,Understanding individual-level absorptive capacity: unpacking the roles of innovative attitude and motivation in perceived academic performance of Chinese international students in South Korea,
fpsyg-17-1734905.pdf,2026-06-25T19:26:18Z,M0285,,doi,review/EBSCO/pdfs/EBSCO_M0285_Wei Chen_2026_Positive_emotional_cues_at_work_how_customer_emp.pdf,matched,Positive emotional cues at work: how customer empowering behavior promotes proactive customer service via psychological safety,
IJGM-19-577884.pdf,2026-06-25T19:26:46Z,M0286,,doi,review/EBSCO/pdfs/EBSCO_M0286_Wenjia Li_2026_IJGM_A_577884_114.pdf,matched,IJGM_A_577884 1..14,
fpsyg-17-1751207.pdf,2026-06-25T19:27:09Z,M0287,,doi,review/EBSCO/pdfs/EBSCO_M0287_Li_2026_A_study_on_the_relationship_between_digital_lead.pdf,matched,"A study on the relationship between digital leadership, digital self-efficacy, and work engagement: the moderating role of technostress",
s43621-026-02680-5.pdf,2026-06-25T19:48:48Z,M0288,,force_master_id,review/EBSCO/pdfs/EBSCO_M0288_Williams_2026_RESEARCH.pdf,matched,RESEARCH,matched ebsco_export_50_records.csv by title
fpsyg-17-1676791.pdf,2026-06-25T19:28:36Z,M0289,,doi,review/EBSCO/pdfs/EBSCO_M0289_Yuqiang Liu_2025_Interpersonal_satisfaction_and_classroom_silence.pdf,matched,Interpersonal satisfaction and classroom silence in Chinese universities: the mediating role of social anxiety,
fpsyg-16-1662897.pdf,2026-06-25T19:28:39Z,M0290,,doi,review/EBSCO/pdfs/EBSCO_M0290_†_2025_How_relationship-oriented_behavior_influences_em.pdf,matched,How relationship-oriented behavior influences employee voice-silence conversion in cross-cultural virtual teams: the mediating role of psychological safety,
systems-14-00203.pdf,2026-06-25T19:28:55Z,M0291,,doi,review/EBSCO/pdfs/EBSCO_M0291_Tingting Zhao_2026_Resource_Endowments_Value_Cognition_and_Strategi.pdf,matched,"Resource Endowments, Value Cognition, and Strategic Risk-Taking: Explaining Carbon-Reduction Investments in Port Enterprises",
fpsyg-16-1706367.pdf,2026-06-25T19:29:12Z,M0292,,doi,review/EBSCO/pdfs/EBSCO_M0292_Gong_2026_From_retention_to_turnover_the_paradoxical_role.pdf,matched,From retention to turnover: the paradoxical role of career optimism and the moderating effect of psychological safety,
fpsyg-16-1701352.pdf,2026-06-25T19:29:48Z,M0293,,doi,review/EBSCO/pdfs/EBSCO_M0293_Kong_2026_The_impact_of_self-transcendence_values_on_coope.pdf,matched,The impact of self-transcendence values on cooperative behaviors: attitude mediation and emotional moderation,
fpsyg-16-1626218.pdf,2026-06-25T19:30:22Z,M0294,,doi,review/EBSCO/pdfs/EBSCO_M0294_Lyu_2025_Psychological_pathways_between_leadership_behavi.pdf,matched,Psychological pathways between leadership behavior and work-family balance: the mediating roles of employee satisfaction and perceived support,
fpubh-13-1687208.pdf,2026-06-25T19:30:52Z,M0295,,doi,review/EBSCO/pdfs/EBSCO_M0295_Feixuan Li_2025_The_influence_of_sports_technology_device_usage.pdf,matched,The influence of sports technology device usage on middle-aged health anxiety: chain mediation effects of health control perception and self-efficacy reconstruction,
fpubh-13-1711339.pdf,2026-06-25T19:31:01Z,M0296,,doi,review/EBSCO/pdfs/EBSCO_M0296_Jia Wang_2025_Influencing_factors_and_mediating_mechanisms_of.pdf,matched,Influencing factors and mediating mechanisms of job crafting in clinical nursing practice,
6.+6832+OK.pdf,2026-06-25T19:31:29Z,M0297,,doi,review/EBSCO/pdfs/EBSCO_M0297_Jl. Hayam Wuruk SH No. Semarang_2026_P-ISSN_2302-9315_Vol_14_No_1_Jan_2026_Page_61-71.pdf,matched,"P-ISSN: 2302-9315 Vol. 14, No. 1, Jan 2026, Page. 61-71 E-ISSN: 2714-7274",
Digital transformation in SMEs_ the impacts of strategic orientations and exploratory search strate.PDF,2026-06-25T19:33:11Z,M0298,,force_master_id,review/EBSCO/pdfs/EBSCO_M0298_LexisNexis_2026_About_LexisNexis_Privacy_Policy_Terms_Conditions.pdf,matched,"| About LexisNexis | Privacy Policy | Terms & Conditions | Copyright © 2020 LexisNexis User Name: = Date and Time: = 2026-06-25 Job Number: = 288305704 Documents (1) Client/Matter: -None- Search Terms: ""Digital transformation in SMEs: the impacts of strategic orientations and exploratory search strategies"" Search Type: bool",title from PDF text fallback
EBSCO-FullText-06_25_2026-15.pdf,2026-06-25T19:32:47Z,M0299,,doi,review/EBSCO/pdfs/EBSCO_M0299_Yana Dua_2023_Job_crafting_towards_strengths_and_interests_how.pdf,matched,Job crafting towards strengths and interests: how overqualification enhances creativity?,
EBSCO-FullText-06_25_2026-16.pdf,2026-06-25T19:33:31Z,M0300,,doi,review/EBSCO/pdfs/EBSCO_M0300_Xiao_2017_The_International_Journal_of_Human_Resource_Mana.pdf,matched,The International Journal of Human Resource Management,
EBSCO-FullText-06_25_2026-17.pdf,2026-06-25T19:34:07Z,M0301,,doi,review/EBSCO/pdfs/EBSCO_M0301_Xuanqi Zhaa_2025_The_International_Journal_of_Human_Resource_Mana.pdf,matched,The International Journal of Human Resource Management,
EBSCO-FullText-06_25_2026-18.pdf,2026-06-25T19:34:52Z,M0302,,doi,review/EBSCO/pdfs/EBSCO_M0302_:–_2024_Asia_Pacific_Journal_of_Management_2025_42237924.pdf,matched,Asia Pacific Journal of Management (2025) 42:2379–2400,title from PDF text fallback
EBSCO-FullText-06_25_2026-19.pdf,2026-06-25T19:36:51Z,M0303,,doi,review/EBSCO/pdfs/EBSCO_M0303_Feng_2024_The_Downside_of_Ethical_Convictions_Why_and_When.pdf,matched,The Downside of Ethical Convictions: Why and When Employees Reduce Ethical Voice in Response to Perceived Supervisor Ethical Conviction,
EBSCO-FullText-06_25_2026-20.pdf,2026-06-25T19:37:46Z,M0304,,doi,review/EBSCO/pdfs/EBSCO_M0304_Business Ethics_2023_HOW_MUCH_DOES_THE_BUSINESS_DEVELOPMENT_OF_CIRCUL.pdf,matched,HOW MUCH DOES THE BUSINESS DEVELOPMENT OF CIRCULAR ECO‐EFFICIENT PRACTICES IMPROVE BY SHAKING STAKEHOLDERS UP?,
EBSCO-FullText-06_25_2026-21.pdf,2026-06-25T19:38:00Z,M0305,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0305_Hongyi Cai_2025_Unpacking_the_Path_from_Knowledge_Heterogeneity.pdf,matched,Unpacking the Path from Knowledge Heterogeneity to Team Creativity: A Knowledge-Based View and Dynamic Capability Theory Perspective,; PDF DOI 10.3390/ differs from master DOI 10.3390/admsci15110408 (PLOS ONE vs Scientific Reports — may be wrong version or preprint)
EBSCO-FullText-06_25_2026-22.pdf,2026-06-25T19:38:46Z,M0306,,doi,review/EBSCO/pdfs/EBSCO_M0306_Yan_2025_Reading_Minds_Sparking_Ideas_How_Machiavellian_L.pdf,matched,"Reading Minds, Sparking Ideas: How Machiavellian Leaders Boost Team Creativity Through Cross-Understanding",
EBSCO-FullText-06_25_2026-23.pdf,2026-06-25T19:39:29Z,M0307,,doi,review/EBSCO/pdfs/EBSCO_M0307_Psychol._2023_The_More_You_Connect_the_Less_You_Connect_An_Exa.pdf,matched,The More You Connect; the Less You Connect: An Examination of the Role of Phubbing at Home and Job Crafting in the Crossover and Spillover Effects of Work‐Family Spousal Support on Employee Creativity,
EBSCO-FullText-06_25_2026-24.pdf,2026-06-25T19:40:25Z,M0308,,doi,review/EBSCO/pdfs/EBSCO_M0308_Kong_2024_The_Impact_of_Empowering_Leadership_on_Taking_Ch.pdf,matched,The Impact of Empowering Leadership on Taking Charge Behaviors: Mediating Strengths Use and Moderating Ambition,
EBSCO-FullText-06_25_2026-25.pdf,2026-06-25T19:41:39Z,M0309,,doi,review/EBSCO/pdfs/EBSCO_M0309_© The Author(s)_2024_ORIGINAL_RESEARCH_Accepted_17_June_2024_Publishe.pdf,matched,ORIGINAL RESEARCH Accepted: 17 June 2024 / Published online: 6 July 2024,
EBSCO-FullText-06_25_2026-26.pdf,2026-06-25T19:41:59Z,M0310,,doi,review/EBSCO/pdfs/EBSCO_M0310_Xie_2022_The_dark_side_of_creativity_its_connection_to_wo.pdf,matched,The dark side of creativity: its connection to work-family conflict,
EBSCO-FullText-06_25_2026-27.pdf,2026-06-25T19:42:34Z,M0311,,doi,review/EBSCO/pdfs/EBSCO_M0311_Technol._2023_Unleashing_Digital_Superheroes_Unraveling_the_Em.pdf,matched,Unleashing Digital Superheroes: Unraveling the Empathy Factor in Digital Competence and Online Teacher Autonomy Support,
EBSCO-FullText-06_25_2026-29.pdf,2026-06-25T19:43:40Z,M0313,,doi,review/EBSCO/pdfs/EBSCO_M0313_Human Resource Management_2024_The_buffering_role_of_antiviolence_human_resourc.pdf,matched,The buffering role of anti‐violence human resource management practices in shaping how police officers cope with workplace violence,
EBSCO-FullText-06_25_2026-28.pdf,2026-06-25T19:44:05Z,M0312,,doi,review/EBSCO/pdfs/EBSCO_M0312_SHEN_2023_THE_ROLES_OF_PARTNERING_AND_BOUNDARY_ACTIVITIES.pdf,matched,"ISSN 1392-3730 / eISSN 1822-3605 JOURNAL of CIVIL ENGINEERING and MANAGEMENT This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
EBSCO-FullText-06_25_2026-30.pdf,2026-06-25T19:44:21Z,M0314,,doi,review/EBSCO/pdfs/EBSCO_M0314_Carla_Azpíroz-Dorronsoro_2021_untitled.pdf,matched,untitled,
EBSCO-FullText-06_25_2026-31.pdf,2026-06-25T19:48:06Z,M0315,,force_master_id,review/EBSCO/pdfs/EBSCO_M0315_Williams_2024_RESEARCH.pdf,matched,RESEARCH,matched ebsco_export_50_records.csv by title; CORRECTION: was duplicate on M0474; reassigned to M0315 via force_master_id
EBSCO-FullText-06_25_2026-32.pdf,2026-06-25T19:45:58Z,M0316,,doi,review/EBSCO/pdfs/EBSCO_M0316_Finstad_2024_How_Is_Job_Insecurity_Related_to_Workers_WorkFam.pdf,matched,How Is Job Insecurity Related to Workers’ Work–Family Conflict during the Pandemic? The Mediating Role of Working Excessively and Techno-Overload,
EBSCO-FullText-06_25_2026-33.pdf,2026-06-25T19:46:44Z,M0317,,doi,review/EBSCO/pdfs/EBSCO_M0317_Lhaden_2025_Why_do_I_not_trust_my_employees_Predicting_facto.pdf,matched,Why do I (not) trust my employees? Predicting factors for leaders’ trust in employees Karma Lhadena and Isabel D. Dimasb,
EBSCO-FullText-06_25_2026-34.pdf,2026-06-25T19:47:17Z,M0318,,doi,review/EBSCO/pdfs/EBSCO_M0318__2024_When_and_Why_Negative_Supervisor_Gossip_Yields_F.pdf,matched,When and Why Negative Supervisor Gossip Yields Functional and Dysfunctional Consequences on Subordinate Interactive Behaviors,
EBSCO-FullText-06_25_2026-35.pdf,2026-06-25T19:48:16Z,M0319,,doi,review/EBSCO/pdfs/EBSCO_M0319__2023_From_Deception_to_Rejection_Unraveling_the_Impac.pdf,matched,From Deception to Rejection: Unraveling the Impact of Workplace Cheating Behavior on Coworker Ostracism,
EBSCO-FullText-06_25_2026-36.pdf,2026-06-25T19:48:58Z,M0320,,doi,review/EBSCO/pdfs/EBSCO_M0320_Kong_2025_DistinctivenessConformity_Paradox_How_to_Leverag.pdf,matched,“Distinctiveness–Conformity” Paradox: How to Leverage Digital Platform Capabilities to Enhance SMEs Ecological Niches,
fpsyg-16-1717060.pdf,2026-06-25T19:49:35Z,M0321,,doi,review/EBSCO/pdfs/EBSCO_M0321_Yu_Hu_2025_The_relationship_between_college_students_legal.pdf,matched,The relationship between college students’ legal cognition and maladaptive risk-taking behaviors: the moderating effect of need for cognitive closure,
EBSCO-FullText-06_25_2026-37.pdf,2026-06-25T20:15:55Z,M0190,,doi,review/EBSCO/pdfs/EBSCO_M0190_Li-Yuan Wang_2025_The_effects_of_peer_overqualification_on_dualist.pdf,duplicate,The effects of peer overqualification on dualistic work passion through the sequential mediation of perceived competitive climate and job anxiety,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0190_Li-Yuan Wang_2025_The_effects_of_peer_overqualification_on_dualist.pdf
fpsyg-16-1689939.pdf,2026-06-25T20:16:23Z,M0323,,doi,review/EBSCO/pdfs/EBSCO_M0323_Jingrui_Ji_2024_The_role_of_social_support_in_the_association_be.pdf,matched,The role of social support in the association between quality of life and demoralization in patients with inflammatory bowel disease: a cross-sectional study,
fpsyg-16-1667520.pdf,2026-06-25T20:16:46Z,M0324,,doi,review/EBSCO/pdfs/EBSCO_M0324_Miao_2025_The_threshold_moderating_effect_of_self-efficacy.pdf,matched,The threshold moderating effect of self-efficacy: a nonlinear transformation mechanism of work passion on job satisfaction among sports practitioners,
fpsyg-16-1575832.pdf,2026-06-25T20:18:01Z,M0325,,doi,review/EBSCO/pdfs/EBSCO_M0325_Wei_Wei_2025_Online_Fitness_Content_as_a_behavioral_catalyst.pdf,matched,Online Fitness Content as a behavioral catalyst: extending the Theory of Planned Behavior to unmask time-dependent effects on resistance training engagement,
EBSCO-FullText-06_25_2026-38.pdf,2026-06-25T20:18:06Z,M0191,,doi,review/EBSCO/pdfs/EBSCO_M0191_information use and comprehension. Six hundred fifty undergraduate students from Henan_2025_Modeling_information_literacy_in_Chinese_physica.pdf,duplicate,"Modeling information literacy in Chinese physical education: the roles of technology integration, teaching practices, self-efficacy, and academic performance Xiangle Zhang & Hongxia Tian This study used a cross-sectional survey design to examine how Chinese physical education institutions employ technology to improve pedagogy, classroom climate, educational resources, and students’ information use and comprehension. Six hundred fifty undergraduate students from Henan, Hebei, Guangdong, Jiangsu, and Sichuan participated in the survey, which was analyzed using structural",; master already has pdf: review/EBSCO/pdfs/EBSCO_M0191_information use and comprehension. Six hundred fifty undergraduate students from Henan_2025_Modeling_information_literacy_in_Chinese_physica.pdf
EBSCO-FullText-06_25_2026-39.pdf,2026-06-25T20:18:20Z,M0192,,doi,review/EBSCO/pdfs/EBSCO_M0192_Tian_2025_The_Positive_Effects_of_Employee_AI_Dependence_o.pdf,duplicate,The Positive Effects of Employee AI Dependence on Voice Behavior—Based on Power Dependence Theory,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0192_Tian_2025_The_Positive_Effects_of_Employee_AI_Dependence_o.pdf
EBSCO-FullText-06_25_2026-40.pdf,2026-06-25T20:22:12Z,M0193,,doi,review/EBSCO/pdfs/EBSCO_M0193_Behavioral Sciences_2025_The_Organizational_Halo_How_Perceived_Philanthro.pdf,duplicate,The Organizational Halo: How Perceived Philanthropy Awareness Curbs Abusive Supervision via Moral Pride,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0193_Behavioral Sciences_2025_The_Organizational_Halo_How_Perceived_Philanthro.pdf
EBSCO-FullText-06_25_2026-41.pdf,2026-06-25T20:22:17Z,M0194,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0194_Intentions. Behavioral Sciences_2025_The_Double-Edged_Sword_Effect_of_Generative_AI_A.pdf,duplicate,The Double-Edged Sword Effect of Generative AI Adoption on Students’ Sustainable Entrepreneurship Intentions,; PDF DOI 10.3390/ differs from master DOI 10.3390/bs15121705 (PLOS ONE vs Scientific Reports — may be wrong version or preprint); master already has pdf: review/EBSCO/pdfs/EBSCO_M0194_Intentions. Behavioral Sciences_2025_The_Double-Edged_Sword_Effect_of_Generative_AI_A.pdf
EBSCO-FullText-06_25_2026-42.pdf,2026-06-25T20:22:31Z,M0195,,doi,review/EBSCO/pdfs/EBSCO_M0195_Risk_2025_Cumulative_Family_Risk_and_Migrant_Childrens_Sch.pdf,duplicate,Cumulative Family Risk and Migrant Children’s School Adjustment: A Moderated Mediation Model of Relative Deprivation and Beliefs About Adversity,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0195_Risk_2025_Cumulative_Family_Risk_and_Migrant_Childrens_Sch.pdf
EBSCO-FullText-06_25_2026-43.pdf,2026-06-25T20:22:40Z,M0196,,doi,review/EBSCO/pdfs/EBSCO_M0196_Relationship_2025_The_Relationship_Between_Career_Adaptability_and.pdf,duplicate,The Relationship Between Career Adaptability and Work Engagement Among Young Chinese Workers: Mediating Role of Job Satisfaction and Moderating Effects of Artificial Intelligence Self-Efficacy and Anxiety,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0196_Relationship_2025_The_Relationship_Between_Career_Adaptability_and.pdf
fpsyg-16-1662636.pdf,2026-06-25T20:34:06Z,,,,,unmatched,The impact of social support on the quality of sports participation among individuals with disabilities: the chain mediating effects of psychological capital and self-esteem,; no master match
s40359-025-03570-7.pdf,2026-06-25T20:34:38Z,M0474,,doi,review/EBSCO/pdfs/EBSCO_M0474_Williams_2025_RESEARCH.pdf,matched,RESEARCH,matched ebsco_export_50_records.csv by title; PDF DOI 10.1186/s40359-025-03570-7 differs from master DOI 10.1007/s10869-015-9422-9 (PLOS ONE vs Scientific Reports — may be wrong version or preprint)
s43621-025-02087-8.pdf,2026-06-25T20:35:26Z,M0474,,doi,review/EBSCO/pdfs/EBSCO_M0474_Williams_2025_RESEARCH.pdf,duplicate,RESEARCH,matched ebsco_export_50_records.csv by title; PDF DOI 10.1007/s43621-025-02087-8 differs from master DOI 10.1007/s10869-015-9422-9 (PLOS ONE vs Scientific Reports — may be wrong version or preprint); master already has pdf: review/EBSCO/pdfs/EBSCO_M0474_Williams_2025_RESEARCH.pdf
s40359-025-03570-7.pdf,2026-06-25T20:37:10Z,M0474,,CORRECTION,review/EBSCO/pdfs/imports/Lin_2025_s40359-025-03570-7.pdf,unmatched,RESEARCH,"CORRECTION: unlinked from M0474 (PDF is Lin et al. 2025 BMC Psychology DOI 10.1186/s40359-025-03570-7, not Williams & McGonagle 2016 DOI 10.1007/s10869-015-9422-9); moved from review/EBSCO/pdfs/EBSCO_M0474_Williams_2025_RESEARCH.pdf to imports holding name"
026_Williams_McGonagle_2016_Four_Research_Designs_and_a_Comprehe.pdf,2026-06-25T20:38:30Z,M0474,,force_master_id,review/EBSCO/pdfs/EBSCO_M0474_York_2003_CrossMark_Color_LM_Logopdf.pdf,matched,CrossMark_Color_LM_Logo.pdf,; PDF DOI 10.1037/a0037974 differs from master DOI 10.1007/s10869-015-9422-9 (PLOS ONE vs Scientific Reports — may be wrong version or preprint)
EBSCO-FullText-06_25_2026-44.pdf,2026-06-25T20:41:43Z,M0201,,doi,review/EBSCO/pdfs/EBSCO_M0201_Zhi Zeng_2025_Exploring_psychological_pathways_between_workpla.pdf,duplicate,Exploring psychological pathways between workplace violence and burnout among nurses in Chinese Tertiary Hospitals,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0201_Zhi Zeng_2025_Exploring_psychological_pathways_between_workpla.pdf
fpubh-13-1649455.pdf,2026-06-25T20:42:17Z,,,,,unmatched,"Relationship among service accessibility, social norms, herpes zoster vaccination intention of middle-aged and older adults in Chongqing: mediating role of perceived usefulness",; no master match
Liang_2025_fpsyg-16-1661379.pdf,2026-06-26T21:51:20Z,M0726,,doi,review/EBSCO/pdfs/imports/Liang_2025_fpsyg-16-1661379.pdf,matched,The impact of work concerns on teaching effectiveness: a structural equation modeling and multiple regression analysis in Chinese private universities.,EBSCO position 152; manual ingest 2026-06-26; replaced prior unmatched fpsyg-16-1661379.pdf
fpsyg-16-1646817.pdf,2026-06-25T20:44:04Z,,,,,unmatched,Surround yourself with creative people: How employee narcissism connects to creativity,; no master match
systems-13-00905.pdf,2026-06-25T20:44:24Z,,,,,unmatched,Analysis of the Effects of CSR and Compliance Programs on Organizational Reputation,; no master match
bioengineering-12-01056.pdf,2026-06-25T20:45:01Z,,,,,unmatched,Measuring the Impact of Large Language Models on Academic Success and Quality of Life Among Students with Visual Disability: An Assistive Technology Perspective,; no master match
